date,year,uv,buyer,gmv,orders,cr,day_of_week,weekday,day_type,day_binary,campaign_info,campaign_type
2021-01-01,2021,96281,3595,66052,4331,0.037,4,1,Weekday,100,non campaign,non-campaign
2021-01-02,2021,93620,3852,68483,4599,0.041,5,0,Weekend,101,non campaign,non-campaign
2021-01-03,2021,98196,4402,75556,5254,0.045,6,0,Weekend,110,non campaign,non-campaign
2021-01-04,2021,108903,4374,75432,5292,0.04,0,1,Weekday,0,non campaign,non-campaign
2021-01-05,2021,123715,4486,74678,5518,0.036,1,1,Weekday,1,non campaign,non-campaign
2021-01-06,2021,115061,4394,82776,5312,0.038,2,1,Weekday,10,non campaign,non-campaign
2021-01-07,2021,111443,4053,73398,4923,0.036,3,1,Weekday,11,non campaign,non-campaign
2021-01-08,2021,112265,4021,72310,4880,0.036,4,1,Weekday,100,non campaign,non-campaign
2021-01-09,2021,98874,3578,62262,4364,0.036,5,0,Weekend,101,non campaign,non-campaign
2021-01-10,2021,99381,4088,72506,4795,0.041,6,0,Weekend,110,non campaign,non-campaign
2021-01-11,2021,117649,4153,71561,5057,0.035,0,1,Weekday,0,non campaign,non-campaign
2021-01-12,2021,115717,4051,69164,5037,0.035,1,1,Weekday,1,non campaign,non-campaign
2021-01-13,2021,118101,4173,75280,5105,0.035,2,1,Weekday,10,non campaign,non-campaign
2021-01-14,2021,113412,3614,63144,4525,0.032,3,1,Weekday,11,non campaign,non-campaign
2021-01-15,2021,116465,3930,71202,4828,0.034,4,1,Weekday,100,non campaign,non-campaign
2021-01-16,2021,114511,3847,70823,4733,0.034,5,0,Weekend,101,non campaign,non-campaign
2021-01-17,2021,113501,4377,80220,5218,0.039,6,0,Weekend,110,non campaign,non-campaign
2021-01-18,2021,109421,4146,77422,5032,0.038,0,1,Weekday,0,non campaign,non-campaign
2021-01-19,2021,115719,4098,74221,5064,0.035,1,1,Weekday,1,non campaign,non-campaign
2021-01-20,2021,114491,4270,77102,5203,0.037,2,1,Weekday,10,non campaign,non-campaign
2021-01-21,2021,113352,4010,69458,4952,0.035,3,1,Weekday,11,erke brand day,mini
2021-01-22,2021,111555,4117,73392,4982,0.037,4,1,Weekday,100,non campaign,non-campaign
2021-01-23,2021,114968,3798,65183,4637,0.033,5,0,Weekend,101,non campaign,non-campaign
2021-01-24,2021,119452,4721,91853,5675,0.04,6,0,Weekend,110,non campaign,non-campaign
2021-01-25,2021,115380,4390,81037,5302,0.038,0,1,Weekday,0,non campaign,non-campaign
2021-01-26,2021,109458,4361,79116,5427,0.04,1,1,Weekday,1,non campaign,non-campaign
2021-01-27,2021,114753,4393,82509,5390,0.038,2,1,Weekday,10,non campaign,non-campaign
2021-01-28,2021,116480,4202,80157,5212,0.036,3,1,Weekday,11,non campaign,non-campaign
2021-01-29,2021,107749,3957,75775,4851,0.037,4,1,Weekday,100,non campaign,non-campaign
2021-01-30,2021,107489,3836,68982,4763,0.036,5,0,Weekend,101,non campaign,non-campaign
2021-01-31,2021,100321,4155,75701,5113,0.041,6,0,Weekend,110,non campaign,non-campaign
2021-02-01,2021,132247,4651,80456,5722,0.035,0,1,Weekday,0,non campaign,non-campaign
2021-02-02,2021,111791,4574,81582,5728,0.041,1,1,Weekday,1,non campaign,non-campaign
2021-02-03,2021,106154,4454,77742,5451,0.042,2,1,Weekday,10,non campaign,non-campaign
2021-02-04,2021,117742,4373,72696,5384,0.037,3,1,Weekday,11,non campaign,non-campaign
2021-02-05,2021,111527,4297,80405,5309,0.039,4,1,Weekday,100,non campaign,non-campaign
2021-02-06,2021,109683,4110,69868,5033,0.037,5,0,Weekend,101,non campaign,non-campaign
2021-02-07,2021,102511,4600,77091,5542,0.045,6,0,Weekend,110,non campaign,non-campaign
2021-02-08,2021,115484,4832,91456,5914,0.042,0,1,Weekday,0,non campaign,non-campaign
2021-02-09,2021,120565,4852,97937,6086,0.04,1,1,Weekday,1,non campaign,non-campaign
2021-02-10,2021,143240,6506,143846,8199,0.045,2,1,Weekday,10,non campaign,non-campaign
2021-02-11,2021,121132,4302,81438,5264,0.036,3,1,Weekday,11,non campaign,non-campaign
2021-02-12,2021,121577,4774,95668,5903,0.039,4,1,Weekday,100,non campaign,non-campaign
2021-02-13,2021,119111,4041,73002,4993,0.034,5,0,Weekend,101,non campaign,non-campaign
2021-02-14,2021,106469,4139,76814,5010,0.039,6,0,Weekend,110,non campaign,non-campaign
2021-02-15,2021,111333,4168,75426,5057,0.037,0,1,Weekday,0,non campaign,non-campaign
2021-02-16,2021,115281,4098,65057,4984,0.036,1,1,Weekday,1,appy '21 teasing,teasing
2021-02-17,2021,115668,4526,85100,5560,0.039,2,1,Weekday,10,appy '21 teasing,teasing
2021-02-18,2021,112657,3936,68348,4799,0.035,3,1,Weekday,11,appy '21 teasing,teasing
2021-02-19,2021,114120,4019,75855,4930,0.035,4,1,Weekday,100,appy '21 teasing,teasing
2021-02-20,2021,119096,3899,70810,4816,0.033,5,0,Weekend,101,appy '21 teasing,teasing
2021-02-21,2021,116564,4244,77821,5088,0.036,6,0,Weekend,110,appy '21 teasing,teasing
2021-02-22,2021,126821,4125,72459,5096,0.033,0,1,Weekday,0,appy '21 teasing,teasing
2021-02-23,2021,161742,6063,130697,7714,0.037,1,1,Weekday,1,appy shopping,mini
2021-02-24,2021,146942,5877,125245,7257,0.04,2,1,Weekday,10,appy shopping,mini
2021-02-25,2021,151044,5352,105823,6611,0.035,3,1,Weekday,11,appy shopping,mini
2021-02-26,2021,134026,5187,112019,6424,0.039,4,1,Weekday,100,appy shopping,mini
2021-02-27,2021,126583,5049,104959,6244,0.04,5,0,Weekend,101,appy shopping,mini
2021-02-28,2021,114339,5024,101750,6092,0.044,6,0,Weekend,110,appy shopping,mini
2021-03-01,2021,129494,5216,102864,6374,0.04,0,1,Weekday,0,appy shopping,mini
2021-03-02,2021,123755,4325,81500,5374,0.035,1,1,Weekday,1,post appy '21,mini
2021-03-03,2021,116573,4432,80285,5385,0.038,2,1,Weekday,10,post appy '21,mini
2021-03-04,2021,114975,4192,71682,5139,0.036,3,1,Weekday,11,post appy '21,mini
2021-03-05,2021,109851,4103,80580,5057,0.037,4,1,Weekday,100,post appy '21,mini
2021-03-06,2021,112472,4059,71082,4972,0.036,5,0,Weekend,101,post appy '21,mini
2021-03-07,2021,118599,4393,82771,5342,0.037,6,0,Weekend,110,post appy '21,mini
2021-03-08,2021,122932,4679,78224,5636,0.038,0,1,Weekday,0,post appy '21,mini
2021-03-09,2021,118368,4345,74117,5362,0.037,1,1,Weekday,1,non campaign,non-campaign
2021-03-10,2021,108396,4053,78258,4961,0.037,2,1,Weekday,10,non campaign,non-campaign
2021-03-11,2021,114084,3825,65368,4717,0.034,3,1,Weekday,11,non campaign,non-campaign
2021-03-12,2021,115842,4094,76316,4928,0.035,4,1,Weekday,100,non campaign,non-campaign
2021-03-13,2021,117418,4122,74709,5137,0.035,5,0,Weekend,101,non campaign,non-campaign
2021-03-14,2021,109420,4465,76160,5296,0.041,6,0,Weekend,110,non campaign,non-campaign
2021-03-15,2021,113913,4326,79270,5332,0.038,0,1,Weekday,0,non campaign,non-campaign
2021-03-16,2021,119183,4091,69020,5069,0.034,1,1,Weekday,1,non campaign,non-campaign
2021-03-17,2021,116553,4474,84873,5483,0.038,2,1,Weekday,10,non campaign,non-campaign
2021-03-18,2021,119733,4318,76204,5431,0.036,3,1,Weekday,11,non campaign,non-campaign
2021-03-19,2021,121179,4475,91886,5480,0.037,4,1,Weekday,100,non campaign,non-campaign
2021-03-20,2021,115232,3836,67585,4680,0.033,5,0,Weekend,101,non campaign,non-campaign
2021-03-21,2021,113160,4477,77049,5348,0.04,6,0,Weekend,110,non campaign,non-campaign
2021-03-22,2021,117933,4312,76286,5274,0.037,0,1,Weekday,0,non campaign,non-campaign
2021-03-23,2021,116915,4305,85952,5291,0.037,1,1,Weekday,1,non campaign,non-campaign
2021-03-24,2021,117095,4494,90196,5508,0.038,2,1,Weekday,10,non campaign,non-campaign
2021-03-25,2021,113917,4076,77389,5088,0.036,3,1,Weekday,11,non campaign,non-campaign
2021-03-26,2021,108210,4244,76108,5163,0.039,4,1,Weekday,100,non campaign,non-campaign
2021-03-27,2021,118495,3781,71608,4631,0.032,5,0,Weekend,101,non campaign,non-campaign
2021-03-28,2021,111605,3483,64825,4274,0.031,6,0,Weekend,110,non campaign,non-campaign
2021-03-29,2021,108348,4096,78460,5027,0.038,0,1,Weekday,0,non campaign,non-campaign
2021-03-30,2021,127514,4800,89667,5891,0.038,1,1,Weekday,1,non campaign,non-campaign
2021-03-31,2021,122439,4646,98550,5708,0.038,2,1,Weekday,10,non campaign,non-campaign
2021-04-01,2021,123766,4342,81344,5318,0.035,3,1,Weekday,11,non campaign,non-campaign
2021-04-02,2021,120572,4342,74625,5260,0.036,4,1,Weekday,100,non campaign,non-campaign
2021-04-03,2021,119915,3984,83952,4848,0.033,5,0,Weekend,101,non campaign,non-campaign
2021-04-04,2021,119554,4205,78475,5131,0.035,6,0,Weekend,110,nny'21 teasing,teasing
2021-04-05,2021,130971,4577,88275,5531,0.035,0,1,Weekday,0,nny'21 teasing,teasing
2021-04-06,2021,140535,4785,80341,5799,0.034,1,1,Weekday,1,nny'21 teasing,teasing
2021-04-07,2021,134859,4653,81494,5678,0.035,2,1,Weekday,10,nny'21 teasing,teasing
2021-04-08,2021,136750,4318,75215,5336,0.032,3,1,Weekday,11,nny'21 teasing,teasing
2021-04-09,2021,131056,4343,92181,5307,0.033,4,1,Weekday,100,nny'21 teasing,teasing
2021-04-10,2021,139058,4363,77692,5433,0.031,5,0,Weekend,101,nny'21 teasing,teasing
2021-04-21,2021,132711,5586,110184,6797,0.042,2,1,Weekday,10,non campaign,non-campaign
2021-04-22,2021,127956,5018,90834,6219,0.039,3,1,Weekday,11,non campaign,non-campaign
2021-04-23,2021,118282,4961,88752,6128,0.042,4,1,Weekday,100,non campaign,non-campaign
2021-04-24,2021,111524,4567,91284,5624,0.041,5,0,Weekend,101,non campaign,non-campaign
2021-04-25,2021,121727,5115,101295,6186,0.042,6,0,Weekend,110,non campaign,non-campaign
2021-04-26,2021,126947,5855,121688,7188,0.046,0,1,Weekday,0,non campaign,non-campaign
2021-06-22,2021,79290,4254,90135,5306,0.054,1,1,Weekday,1,non campaign,non-campaign
2021-06-23,2021,88787,5153,110499,6546,0.058,2,1,Weekday,10,non campaign,non-campaign
2021-06-24,2021,117495,5789,117737,7272,0.049,3,1,Weekday,11,non campaign,non-campaign
2021-06-25,2021,106592,5873,130014,7364,0.055,4,1,Weekday,100,non campaign,non-campaign
2021-06-26,2021,112999,5482,120431,6809,0.049,5,0,Weekend,101,non campaign,non-campaign
2021-06-27,2021,117445,5706,121310,7108,0.049,6,0,Weekend,110,non campaign,non-campaign
2021-06-28,2021,121979,5859,133306,7179,0.048,0,1,Weekday,0,non campaign,non-campaign
2021-06-29,2021,119212,5589,119491,6985,0.047,1,1,Weekday,1,non campaign,non-campaign
2021-06-30,2021,129046,6220,137455,7663,0.048,2,1,Weekday,10,non campaign,non-campaign
2021-07-01,2021,127974,5800,115448,7419,0.045,3,1,Weekday,11,non campaign,non-campaign
2021-07-02,2021,122451,5966,125426,7459,0.049,4,1,Weekday,100,non campaign,non-campaign
2021-07-03,2021,122258,5353,109903,6653,0.044,5,0,Weekend,101,non campaign,non-campaign
2021-07-04,2021,120425,5530,112698,6779,0.046,6,0,Weekend,110,non campaign,non-campaign
2021-07-05,2021,123937,5346,102741,6611,0.043,0,1,Weekday,0,non campaign,non-campaign
2021-07-06,2021,125927,5479,111254,6841,0.044,1,1,Weekday,1,non campaign,non-campaign
2021-07-07,2021,124686,5748,119866,7029,0.046,2,1,Weekday,10,non campaign,non-campaign
2021-07-08,2021,131615,6014,123014,7430,0.046,3,1,Weekday,11,non campaign,non-campaign
2021-07-09,2021,121709,5837,122063,7253,0.048,4,1,Weekday,100,non campaign,non-campaign
2021-07-10,2021,125075,5215,100488,6424,0.042,5,0,Weekend,101,non campaign,non-campaign
2021-07-25,2021,124994,5966,124352,7306,0.048,6,0,Weekend,110,non campaign,non-campaign
2021-07-26,2021,125638,5738,109492,7098,0.046,0,1,Weekday,0,non campaign,non-campaign
2021-07-27,2021,126394,5777,109035,7097,0.046,1,1,Weekday,1,non campaign,non-campaign
2021-07-28,2021,118909,5787,106129,7055,0.049,2,1,Weekday,10,non campaign,non-campaign
2021-07-29,2021,117384,5357,101376,6527,0.046,3,1,Weekday,11,non campaign,non-campaign
2021-07-30,2021,118713,5730,108926,6979,0.048,4,1,Weekday,100,non campaign,non-campaign
2021-07-31,2021,110169,4960,87560,6104,0.045,5,0,Weekend,101,non campaign,non-campaign
2021-08-01,2021,135428,5678,103467,6990,0.042,6,0,Weekend,110,non campaign,non-campaign
2021-08-02,2021,134424,6216,115631,7551,0.046,0,1,Weekday,0,non campaign,non-campaign
2021-08-03,2021,134378,6432,120333,7931,0.048,1,1,Weekday,1,non campaign,non-campaign
2021-08-04,2021,141925,6189,122361,7534,0.044,2,1,Weekday,10,non campaign,non-campaign
2021-08-05,2021,143423,5893,103071,7085,0.041,3,1,Weekday,11,non campaign,non-campaign
2021-08-06,2021,132361,5879,111835,7261,0.044,4,1,Weekday,100,non campaign,non-campaign
2021-08-07,2021,135115,5590,105522,6817,0.041,5,0,Weekend,101,non campaign,non-campaign
2021-08-08,2021,130893,5706,110313,6981,0.044,6,0,Weekend,110,non campaign,non-campaign
2021-08-09,2021,135915,6105,115457,7440,0.045,0,1,Weekday,0,non campaign,non-campaign
2021-08-10,2021,138949,6354,116261,7822,0.046,1,1,Weekday,1,non campaign,non-campaign
2021-08-11,2021,144017,6339,117645,7709,0.044,2,1,Weekday,10,non campaign,non-campaign
2021-08-12,2021,151469,6458,124280,7953,0.043,3,1,Weekday,11,non campaign,non-campaign
2021-08-13,2021,145425,6075,118746,7398,0.042,4,1,Weekday,100,non campaign,non-campaign
2021-08-14,2021,142042,5919,99958,7255,0.042,5,0,Weekend,101,non campaign,non-campaign
2021-08-15,2021,149435,6021,103151,7388,0.04,6,0,Weekend,110,non campaign,non-campaign
2021-08-16,2021,146736,6109,111967,7456,0.042,0,1,Weekday,0,non campaign,non-campaign
2021-08-17,2021,155270,6229,106888,7581,0.04,1,1,Weekday,1,non campaign,non-campaign
2021-08-18,2021,165315,7685,163355,9403,0.046,2,1,Weekday,10,dmall fest,mini
2021-08-19,2021,151938,6993,135838,8482,0.046,3,1,Weekday,11,dmall fest,mini
2021-08-20,2021,153981,6905,146081,8415,0.045,4,1,Weekday,100,dmall fest,mini
2021-08-21,2021,149551,6042,112939,7177,0.04,5,0,Weekend,101,dmall fest,mini
2021-08-22,2021,147945,5862,118384,7205,0.04,6,0,Weekend,110,dmall fest,mini
2021-08-23,2021,148143,6576,134210,7998,0.044,0,1,Weekday,0,dmall fest,mini
2021-08-24,2021,154099,7003,138809,8518,0.045,1,1,Weekday,1,dmall fest,mini
2021-08-25,2021,133208,6506,118914,7810,0.049,2,1,Weekday,10,non campaign,non-campaign
2021-08-26,2021,145941,6120,117576,7419,0.042,3,1,Weekday,11,non campaign,non-campaign
2021-08-27,2021,144648,6104,121432,7475,0.042,4,1,Weekday,100,non campaign,non-campaign
2021-08-28,2021,127340,5612,109915,6769,0.044,5,0,Weekend,101,non campaign,non-campaign
2021-08-29,2021,138108,5844,119490,7050,0.042,6,0,Weekend,110,non campaign,non-campaign
2021-08-30,2021,140299,6196,130828,7451,0.044,0,1,Weekday,0,non campaign,non-campaign
2021-08-31,2021,132306,5808,127386,7090,0.044,1,1,Weekday,1,non campaign,non-campaign
2021-09-01,2021,135495,6199,119239,7523,0.046,2,1,Weekday,10,non campaign,non-campaign
2021-09-02,2021,141277,5860,109504,7065,0.041,3,1,Weekday,11,non campaign,non-campaign
2021-09-03,2021,142153,6046,118590,7326,0.043,4,1,Weekday,100,non campaign,non-campaign
2021-09-04,2021,126912,5475,112800,6566,0.043,5,0,Weekend,101,non campaign,non-campaign
2021-09-05,2021,128162,5532,105572,6591,0.043,6,0,Weekend,110,non campaign,non-campaign
2021-09-06,2021,142840,6101,120582,7294,0.043,0,1,Weekday,0,non campaign,non-campaign
2021-09-07,2021,131688,5557,104095,6747,0.042,1,1,Weekday,1,non campaign,non-campaign
2021-09-08,2021,132023,5610,105106,6683,0.042,2,1,Weekday,10,non campaign,non-campaign
2021-09-09,2021,136328,5573,98784,6714,0.041,3,1,Weekday,11,non campaign,non-campaign
2021-09-10,2021,144916,7663,120005,9183,0.053,4,1,Weekday,100,non campaign,non-campaign
2021-09-11,2021,137842,5472,95297,6581,0.04,5,0,Weekend,101,non campaign,non-campaign
2021-09-12,2021,140501,5557,100506,6750,0.04,6,0,Weekend,110,non campaign,non-campaign
2021-09-13,2021,142065,5939,107015,7091,0.042,0,1,Weekday,0,non campaign,non-campaign
2021-09-14,2021,144596,5946,107959,7270,0.041,1,1,Weekday,1,non campaign,non-campaign
2021-09-15,2021,137793,5797,110290,7024,0.042,2,1,Weekday,10,non campaign,non-campaign
2021-09-16,2021,139374,5662,106240,6888,0.041,3,1,Weekday,11,non campaign,non-campaign
2021-09-17,2021,137733,5415,106378,6635,0.039,4,1,Weekday,100,non campaign,non-campaign
2021-09-18,2021,138936,5392,98741,6507,0.039,5,0,Weekend,101,non campaign,non-campaign
2021-09-19,2021,143713,5768,99158,7053,0.04,6,0,Weekend,110,dd '21 teasing,teasing
2021-09-20,2021,157695,6905,130671,8378,0.044,0,1,Weekday,0,dd '21 teasing,teasing
2021-09-21,2021,146935,6554,113122,8075,0.045,1,1,Weekday,1,dd '21 teasing,teasing
2021-09-22,2021,152191,6323,108562,7648,0.042,2,1,Weekday,10,dd '21 teasing,teasing
2021-09-23,2021,152891,6364,101138,7848,0.042,3,1,Weekday,11,dd '21 teasing,teasing
2021-09-24,2021,145073,6170,98271,7515,0.043,4,1,Weekday,100,dd '21 teasing,teasing
2021-09-25,2021,166245,6301,103496,7738,0.038,5,0,Weekend,101,dd '21 teasing,teasing
2021-10-08,2021,172905,6489,156558,7892,0.038,4,1,Weekday,100,post dashain'21,mini
2021-10-09,2021,156024,5771,107860,6998,0.037,5,0,Weekend,101,post dashain'21,mini
2021-10-10,2021,168035,5278,107798,6416,0.031,6,0,Weekend,110,post dashain'21,mini
2021-10-11,2021,149246,4916,92308,5869,0.033,0,1,Weekday,0,post dashain'21,mini
2021-10-16,2021,117676,4398,65315,5272,0.037,5,0,Weekend,101,non campaign,non-campaign
2021-10-17,2021,127573,5959,96661,7274,0.047,6,0,Weekend,110,non campaign,non-campaign
2021-10-18,2021,144116,6741,119848,8279,0.047,0,1,Weekday,0,non campaign,non-campaign
2021-10-19,2021,158565,7054,107679,8883,0.044,1,1,Weekday,1,non campaign,non-campaign
2021-10-20,2021,146168,6712,115806,8280,0.046,2,1,Weekday,10,non campaign,non-campaign
2021-10-21,2021,161873,6974,114724,8575,0.043,3,1,Weekday,11,non campaign,non-campaign
2021-10-22,2021,163923,7261,112047,8882,0.044,4,1,Weekday,100,non campaign,non-campaign
2021-10-23,2021,170108,6792,118114,8261,0.04,5,0,Weekend,101,non campaign,non-campaign
2021-10-24,2021,177061,6819,116208,8252,0.039,6,0,Weekend,110,non campaign,non-campaign
2021-10-25,2021,179076,7324,131982,8860,0.041,0,1,Weekday,0,non campaign,non-campaign
2021-10-26,2021,182660,7280,134837,8899,0.04,1,1,Weekday,1,non campaign,non-campaign
2021-10-27,2021,188606,7559,131329,9259,0.04,2,1,Weekday,10,non campaign,non-campaign
2021-10-28,2021,185965,7309,133417,8862,0.039,3,1,Weekday,11,11.11 discovery,mini
2021-10-29,2021,181554,7085,130448,8630,0.039,4,1,Weekday,100,11.11 discovery,mini
2021-10-30,2021,171512,6367,115459,7789,0.037,5,0,Weekend,101,11.11 discovery,mini
2021-10-31,2021,161010,6636,124434,8072,0.041,6,0,Weekend,110,11.11 discovery,mini
2021-11-01,2021,186083,6916,114147,8249,0.037,0,1,Weekday,0,11.11 teasing,teasing
2021-11-02,2021,188540,5684,89447,6922,0.03,1,1,Weekday,1,11.11 teasing,teasing
2021-11-03,2021,189000,5186,87930,6265,0.027,2,1,Weekday,10,11.11 teasing,teasing
2021-11-04,2021,145888,3843,66446,4628,0.026,3,1,Weekday,11,11.11 teasing,teasing
2021-11-05,2021,162764,3971,57180,4698,0.024,4,1,Weekday,100,11.11 teasing,teasing
2021-11-06,2021,140051,3105,42574,3718,0.022,5,0,Weekend,101,11.11 teasing,teasing
2021-11-07,2021,179649,5342,88602,6529,0.03,6,0,Weekend,110,11.11 teasing,teasing
2021-11-08,2021,203824,6650,101729,7975,0.033,0,1,Weekday,0,11.11 teasing,teasing
2021-11-09,2021,208842,6725,99211,8223,0.032,1,1,Weekday,1,11.11 teasing,teasing
2021-11-10,2021,247299,7594,113840,9268,0.031,2,1,Weekday,10,11.11 teasing,teasing
2021-11-20,2021,151628,5770,100676,6984,0.038,5,0,Weekend,101,post 11.11,mini
2021-11-21,2021,155606,5826,98439,7136,0.037,6,0,Weekend,110,post 11.11,mini
2021-11-22,2021,159096,6367,103461,7673,0.04,0,1,Weekday,0,post 11.11,mini
2021-11-23,2021,150036,5712,87949,7017,0.038,1,1,Weekday,1,post 11.11,mini
2021-11-24,2021,149234,6999,100918,8277,0.047,2,1,Weekday,10,post 11.11,mini
2021-11-25,2021,150127,6616,97649,7755,0.044,3,1,Weekday,11,post 11.11,mini
2021-11-26,2021,165870,7906,137721,9283,0.048,4,1,Weekday,100,b-friday '21,mini
2021-11-27,2021,151224,7718,107554,8905,0.051,5,0,Weekend,101,b-friday '21,mini
2021-11-28,2021,137930,6292,107488,7445,0.046,6,0,Weekend,110,b-friday '21,mini
2021-11-29,2021,145330,7867,112561,9066,0.054,0,1,Weekday,0,b-friday '21,mini
2021-11-30,2021,135797,6450,98453,7615,0.047,1,1,Weekday,1,post 11.11,mini
2021-12-01,2021,156978,5786,98380,6915,0.037,2,1,Weekday,10,12.12 '21 teasing,teasing
2021-12-02,2021,156520,5571,96996,6761,0.036,3,1,Weekday,11,12.12 '21 teasing,teasing
2021-12-03,2021,153914,5576,94408,6664,0.036,4,1,Weekday,100,12.12 '21 teasing,teasing
2021-12-04,2021,156071,5107,85249,6095,0.033,5,0,Weekend,101,12.12 '21 teasing,teasing
2021-12-05,2021,151434,5339,87787,6533,0.035,6,0,Weekend,110,12.12 '21 teasing,teasing
2021-12-06,2021,154709,5889,98361,6958,0.038,0,1,Weekday,0,12.12 '21 teasing,teasing
2021-12-07,2021,157394,5067,83126,6049,0.032,1,1,Weekday,1,12.12 '21 teasing,teasing
2021-12-08,2021,161569,5339,90502,6302,0.033,2,1,Weekday,10,12.12 '21 teasing,teasing
2021-12-09,2021,156605,5112,90262,6132,0.033,3,1,Weekday,11,12.12 '21 teasing,teasing
2021-12-10,2021,171995,4728,72721,5689,0.027,4,1,Weekday,100,12.12 '21 teasing,teasing
2021-12-11,2021,180998,4993,80964,6101,0.028,5,0,Weekend,101,12.12 '21 teasing,teasing
2021-12-19,2021,142115,5917,109959,7133,0.042,6,0,Weekend,110,post 12.12 '21,mini
2021-12-20,2021,147140,6346,99628,7597,0.043,0,1,Weekday,0,post 12.12 '21,mini
2021-12-21,2021,151747,7418,110361,8848,0.049,1,1,Weekday,1,post 12.12 '21,mini
2021-12-22,2021,145422,7848,104970,9153,0.054,2,1,Weekday,10,post 12.12 '21,mini
2021-12-23,2021,150505,6868,98219,8143,0.046,3,1,Weekday,11,post 12.12 '21,mini
2021-12-24,2021,144618,5683,91592,6811,0.039,4,1,Weekday,100,post 12.12 '21,mini
2021-12-25,2021,141398,5588,90146,6772,0.04,5,0,Weekend,101,post 12.12 '21,mini
2021-12-26,2021,151194,5948,99250,7028,0.039,6,0,Weekend,110,post 12.12 '21,mini
2021-12-27,2021,142066,6610,107803,7792,0.047,0,1,Weekday,0,post 12.12 '21,mini
2021-12-28,2021,151472,6383,101505,7744,0.042,1,1,Weekday,1,post 12.12 '21,mini
2021-12-29,2021,160015,6588,112929,7963,0.041,2,1,Weekday,10,post 12.12 '21,mini
2021-12-30,2021,170728,7518,123620,9084,0.044,3,1,Weekday,11,post 12.12 '21,mini
2021-12-31,2021,148351,5770,101806,6901,0.039,4,1,Weekday,100,post 12.12 '21,mini
2022-01-01,2022,147497,5050,87135,6128,0.034,5,0,Weekend,101,non campaign,non-campaign
2022-01-02,2022,147341,5840,102292,6955,0.04,6,0,Weekend,110,non campaign,non-campaign
2022-01-03,2022,150316,6477,106542,7670,0.043,0,1,Weekday,0,non campaign,non-campaign
2022-01-04,2022,154266,6252,95768,7460,0.041,1,1,Weekday,1,non campaign,non-campaign
2022-01-05,2022,153302,6426,105086,7762,0.042,2,1,Weekday,10,non campaign,non-campaign
2022-01-06,2022,167917,6440,93737,7722,0.038,3,1,Weekday,11,non campaign,non-campaign
2022-01-07,2022,157456,5881,93863,7143,0.037,4,1,Weekday,100,non campaign,non-campaign
2022-01-08,2022,153637,5554,87005,6717,0.036,5,0,Weekend,101,non campaign,non-campaign
2022-01-09,2022,150943,5896,104867,7202,0.039,6,0,Weekend,110,non campaign,non-campaign
2022-01-10,2022,155270,6297,110022,7612,0.041,0,1,Weekday,0,non campaign,non-campaign
2022-01-11,2022,151514,6122,101280,7433,0.04,1,1,Weekday,1,non campaign,non-campaign
2022-01-12,2022,153120,6452,115617,7858,0.042,2,1,Weekday,10,non campaign,non-campaign
2022-01-13,2022,144185,5709,99596,6964,0.04,3,1,Weekday,11,non campaign,non-campaign
2022-01-14,2022,143815,5817,103522,6913,0.04,4,1,Weekday,100,non campaign,non-campaign
2022-01-15,2022,138845,4846,83454,5787,0.035,5,0,Weekend,101,non campaign,non-campaign
2022-01-16,2022,156138,5792,94498,6969,0.037,6,0,Weekend,110,non campaign,non-campaign
2022-01-17,2022,183970,7314,144661,8851,0.04,0,1,Weekday,0,rebranding,mini
2022-01-18,2022,200661,7145,153913,8514,0.036,1,1,Weekday,1,rebranding,mini
2022-01-19,2022,188581,7590,170851,9269,0.04,2,1,Weekday,10,rebranding,mini
2022-01-20,2022,184940,7407,158489,9016,0.04,3,1,Weekday,11,rebranding,mini
2022-01-21,2022,173905,6571,124109,7851,0.038,4,1,Weekday,100,rebranding,mini
2022-01-22,2022,166333,6272,112490,7624,0.038,5,0,Weekend,101,rebranding,mini
2022-01-23,2022,167823,6673,128724,8099,0.04,6,0,Weekend,110,rebranding,mini
2022-01-24,2022,166912,6970,126613,8412,0.042,0,1,Weekday,0,rebranding,mini
2022-01-25,2022,166051,7243,145463,8961,0.044,1,1,Weekday,1,rebranding,mini
2022-01-26,2022,162051,6679,123002,8112,0.041,2,1,Weekday,10,non campaign,non-campaign
2022-01-27,2022,152100,6283,107273,7555,0.041,3,1,Weekday,11,non campaign,non-campaign
2022-01-28,2022,172649,6822,135111,8283,0.04,4,1,Weekday,100,non campaign,non-campaign
